id	chapter	topic	kind	front	answer	explanation	common_trap	difficulty	tags
ch06-012	6	Money demand	relationship	How does a rise in the nominal interest rate i affect money demanded, holding Y and P fixed?	It causes a movement along the money-demand curve toward a lower quantity of money demanded.	The higher return available on alternative interest-bearing assets raises the opportunity cost of holding money.	Because i is normally on the vertical axis, a change in i is a movement along the curve rather than a shift of it.	1	money-demand,shift-vs-movement
ch06-013	6	Nominal versus real money demand	relationship	If the price level P doubles while Y and i are unchanged, what happens to nominal and real money demand?	Nominal money demand doubles; real money demand MD/P is unchanged.	People want the same purchasing power of money for the same real transactions, but twice as many dollars are required when every price has doubled.	A price-level change shifts nominal MD but does not shift a real MD/P schedule expressed in purchasing-power units.	2	money-demand,nominal-real
ch06-014	6	Money demand	calculation	Suppose MD/P = 0.8Y - 1200i, with i in decimal form. If Y=1000 and i=5%, what is real money demand?	0.8(1000) - 1200(0.05) = 740.	Income contributes 800 units and the interest opportunity cost subtracts 60. If P=2, nominal desired money balances would be 1480.	Check whether an interest rate is written as 5 or 0.05 before substituting.	2	money-demand,calculation
ch06-015	6	Bank balance sheet	recall	On a commercial bank balance sheet, what are deposits, loans, reserves and equity?	Deposits are liabilities; loans and reserves are assets; equity is the residual net worth, assets minus liabilities.	Depositors have claims on the bank, so deposits are amounts the bank owes. Loans are claims the bank has on borrowers. Equity absorbs losses before depositors/other creditors.	From the household’s perspective a deposit is an asset; from the bank’s perspective the same deposit is a liability.	1	banking,balance-sheet
ch06-016	6	Bank balance sheet	formula	What accounting identity must a bank balance sheet satisfy?	Assets = liabilities + equity.	Every transaction changes at least two balance-sheet entries so the identity continues to hold. This bookkeeping is central to the worksheet questions about loans and reserve transfers.	A profitable bank can still face liquidity problems even while its assets exceed liabilities.	1	banking,balance-sheet,formula
ch06-017	6	Bank lending	scenario	What happens immediately when a bank grants a new $10,000 loan by crediting the borrower’s deposit account?	The bank records a $10,000 loan asset and a $10,000 deposit liability; the money supply rises by $10,000.	Modern bank lending can create a deposit at the moment the loan is made. No pile of existing deposits has to be physically handed to the borrower first.	The bank still faces funding, reserve/liquidity, capital, risk and profitability constraints; “banks create deposits” does not mean lending is unconstrained.	2	banking,money-creation
ch06-018	6	Interbank payment	scenario	A borrower spends a newly created deposit and the recipient banks elsewhere. What happens to the two banks?	The payer’s bank loses deposits and settlement reserves to the recipient’s bank; the recipient bank gains both.	The payment transfers settlement balances between banks. The original loan remains an asset of the lending bank unless sold or repaid, so it may need to replace the lost funding/reserves.	An interbank transfer redistributes reserves across banks; it does not by itself change the total settlement balances supplied to the banking system.	3	banking,reserves,balance-sheet
ch06-019	6	Bank leverage	recall	What is bank leverage conceptually?	Using a relatively small amount of equity to support a much larger stock of assets such as loans.	Leverage magnifies returns on equity when assets perform well but also magnifies losses. The course exercises calculate a simple loan-to-equity style leverage measure in their stylised balance sheets.	Different texts define a numerical leverage ratio differently (assets/equity versus loans/equity); follow the formula stated in the question/course table.	2	banking,leverage
ch06-020	6	Reserve-deposit ratio	formula	How is a bank’s reserve-deposit ratio calculated?	Reserves divided by deposits.	It indicates the liquid settlement assets held relative to deposit liabilities. A bank with too few liquid assets can be vulnerable to sudden payment outflows even if its loan portfolio is ultimately valuable.	A reserve is an asset of the commercial bank but a liability of the central bank.	1	banking,reserves,formula
ch06-021	6	Solvency versus liquidity	contrast	What is the difference between a solvent bank and a liquid bank?	Solvent means the value of assets is sufficient to cover liabilities; liquid means the bank can meet payments/withdrawals when due.	A bank can hold sound long-term loans and be solvent but still lack enough immediately available settlement assets during a run. Conversely, temporary liquidity does not rescue a fundamentally insolvent bank forever.	Do not equate inability to pay cash immediately with negative net worth.	2	banking,liquidity,solvency
ch06-022	6	Bank run	recall	What is a bank run?	A rapid wave of deposit withdrawals driven by fear that the bank may be unable to repay depositors.	Because banks transform liquid short-term deposits into less liquid longer-term assets, even a solvent bank may struggle to meet a sufficiently large simultaneous withdrawal demand.	A run can become self-reinforcing; it need not begin with the bank already having negative equity.	2	banking,bank-run
ch06-023	6	Lender of last resort	recall	How can a central bank reduce the risk that a liquidity panic destroys a solvent bank?	Act as lender of last resort by lending settlement liquidity against suitable collateral.	Central-bank liquidity can replace funding that has suddenly fled and allow a solvent bank to meet payments while assets mature or are sold in an orderly way.	Liquidity support is not intended to make fundamentally worthless assets valuable.	2	banking,central-bank,stability
ch06-024	6	Deposit insurance	recall	How can deposit insurance reduce bank-run risk?	By assuring protected depositors that they will be repaid even if their bank fails, reducing the incentive to rush to withdraw first.	The policy can stabilise deposits, but it may also create moral hazard if banks or depositors become less sensitive to risk, which is why prudential regulation remains important.	Insurance reduces run incentives; it does not eliminate all bank-risk or guarantee every liability without limit.	2	banking,deposit-insurance
ch06-025	6	Prudential regulation	recall	Why are banks subject to capital and liquidity regulation?	To make them better able to absorb asset losses and meet payment outflows, reducing the probability and social cost of failure.	More equity provides a loss-absorbing buffer; liquidity requirements increase holdings of assets readily usable for settlement. Regulation responds to systemic externalities and safety-net moral hazard.	Capital is not a vault of cash; bank capital/equity is a funding and loss-absorption concept.	2	banking,regulation
ch06-026	6	Quantity equation	formula	State the quantity equation of money.	MV ≡ PY.	M is the money stock, V velocity, P the price level and Y real output; PY is nominal GDP. As an identity, velocity can be defined so that the equation always holds.	The identity alone does not prove that changing M causes a proportional change in P.	1	quantity-equation,formula
ch06-027	6	Velocity	formula	What is the velocity of money in the quantity equation?	V = PY/M.	Velocity measures how many times, on average, a unit of money is used to support nominal expenditure during the period. Rearranging the identity gives its measured value.	Velocity is not literally the observed speed of each individual banknote.	1	quantity-equation,velocity
ch06-028	6	Quantity theory	recall	What extra assumptions turn MV≡PY into the simple quantity theory prediction that money determines prices?	Velocity is stable (or exogenous) and real output is fixed by real-side factors in the relevant long run.	Under those assumptions, a permanent proportional rise in M produces the same proportional rise in P. In growth rates, money growth in excess of real-output growth (adjusted for velocity growth) produces inflation.	Do not call MV=PY itself a theory; it becomes causal only after behavioural assumptions are added.	2	quantity-theory,money,inflation
ch06-029	6	Quantity theory	formula	What is the approximate growth-rate form of the quantity equation?	g_M + g_V ≈ π + g_Y.	Taking percentage growth rates of MV=PY gives money growth plus velocity growth approximately equal to inflation plus real-output growth. If V is constant, π≈g_M-g_Y.	“Money growth equals inflation” requires both stable velocity and no real-output growth, or an explicit long-run simplification.	2	quantity-theory,formula,inflation
ch06-030	6	Quantity theory	calculation	If money grows 8%, velocity is constant and real output grows 3%, what inflation rate does simple quantity theory predict?	About 5%.	With g_V=0, π≈g_M-g_Y=8%-3%=5%. The extra nominal spending not absorbed by higher real production appears as a higher price level.	Subtract real-output growth; do not simply report the money-growth rate as inflation.	1	quantity-theory,calculation
ch06-031	6	Money growth and inflation	contrast	Why can rapid money growth raise nominal GDP without immediately producing the same inflation rate in the short run?	Velocity and real output can change, and prices/output may respond with lags; the proportional price result is a long-run quantity-theory simplification.	During slack conditions some demand increase may raise real output, and financial innovation can alter velocity. The accounting identity still holds while the causal decomposition changes.	Do not use a long-run quantity-theory conclusion as an exact short-run forecasting rule.	3	quantity-theory,short-run-vs-long-run
ch07-001	7	Central bank objectives	recall	What two broad macroeconomic objectives of the RBA are emphasised in the course?	Price stability/inflation control and full employment, alongside the broader statutory goal of economic prosperity/welfare.	For exam reasoning, monetary policy is typically represented as reacting to inflation relative to target and economic activity/output relative to potential.	Do not assume the central bank directly controls inflation or employment; it controls instruments that influence financial conditions and aggregate demand.	1	RBA,objectives
ch07-002	7	Inflation target	recall	What inflation target does the course use for the RBA?	Consumer price inflation of 2–3% over time.	The target is a range and is intended to be achieved over time, allowing flexibility in response to shocks rather than forcing inflation back instantly after every disturbance.	Do not treat 2–3% as a mechanical requirement that every single quarterly observation lie inside the band.	1	RBA,inflation-target,course-fact
ch07-003	7	Headline versus underlying inflation	contrast	Why might a central bank examine underlying/core inflation as well as headline CPI inflation?	To distinguish persistent broad inflation pressure from temporary or unusually volatile price movements.	Headline inflation measures the actual CPI change faced by consumers, while underlying measures can help assess the trend relevant for medium-term policy.	Underlying inflation is an analytical measure, not a substitute for the target variable unless the course explicitly says so.	2	inflation,monetary-policy
ch07-004	7	Instrument versus target	contrast	What is the difference between a monetary-policy instrument and an ultimate target?	The instrument is the variable the central bank can closely control, such as the cash rate; targets are outcomes such as inflation and employment/output.	The RBA cannot set GDP or inflation by decree. It changes its operating instrument, which influences other interest rates, spending, exchange rates and expectations.	Do not list the inflation rate itself as the cash-market operating instrument.	1	monetary-policy,instrument
ch07-005	7	Cash rate	recall	What is the cash rate in the Australian monetary system?	The overnight interest rate on unsecured loans of Exchange Settlement balances between financial institutions.	Banks use ES balances to settle obligations with one another. The RBA implements monetary policy by keeping the market overnight rate close to its target.	The cash rate is not the same thing as a household mortgage rate, although it influences broader rates.	1	RBA,cash-rate,ESA
ch07-006	7	Exchange Settlement balances	recall	What are Exchange Settlement (ES) balances?	Deposits that eligible financial institutions hold at the RBA and use to settle interbank payments.	They are reserve/settlement assets for commercial banks and liabilities of the RBA. Transactions with the government/RBA can change their total supply, whereas ordinary interbank transfers mostly redistribute them.	ES balances are not household transaction deposits and are not counted as extra public money on top of deposits.	2	RBA,ESA,reserves
ch07-007	7	Cash-rate corridor	recall	How does a central-bank interest-rate corridor help pin down the overnight cash rate?	A standing deposit/remuneration rate creates a floor and a standing lending facility creates a ceiling, so banks have little reason to trade reserves outside the corridor.	The policy target lies within the corridor. If market rates fall below what banks can earn safely at the central bank, lenders withdraw; if rates rise above central-bank borrowing cost, borrowers use the facility instead.	Use the corridor widths specified in the question: historical/textbook examples need not match the lecture’s current operational spread.	2	RBA,corridor,cash-rate
ch07-008	7	Corridor calculation	calculation	A hypothetical corridor is 50 basis points wide and centred on a 2.00% target. What are the floor and ceiling?	1.75% and 2.25%.	A total width of 0.50 percentage points centred on the target means 0.25 percentage points on each side. This is the textbook review example.	Fifty basis points = 0.50 percentage points, not 50%.	1	cash-rate,calculation
ch07-009	7	Reserve demand	relationship	Why is the banking system’s demand for ES balances downward sloping in the overnight interest rate?	Holding more settlement balances becomes more costly relative to lending them when the market interest rate is high, so desired balances are lower.	Banks still need liquidity for payments, but the opportunity cost varies with the overnight rate. A stylised reserve-demand schedule is therefore downward sloping.	Do not confuse system-wide reserve demand with an individual bank’s desire to receive a payment transfer.	2	ESA,money-market,demand
ch07-010	7	Reserve demand	calculation	If reserve demand is Rᵈ=10-2.5i, with i measured in percentage points, how many reserves are demanded at i=2?	5 units.	Substitute i=2: 10-2.5(2)=5. This is the style used in the Chapter 7 review to connect a target cash rate with the required reserve supply.	Check the unit convention: this equation uses 2 for 2%, unlike formulas that use 0.02.	2	ESA,calculation
ch07-011	7	Open-market purchase	scenario	What does an RBA open-market purchase of securities do to ES balances and, all else equal, the overnight cash rate?	It adds ES balances/reserves and puts downward pressure on the cash rate.	The RBA pays for the security by crediting settlement balances. Greater reserve supply makes overnight funds less scarce at the previous rate.	Purchase by the central bank means it buys securities and injects settlement funds; do not reverse the direction.	1	OMO,cash-rate,high-yield
ch07-012	7	Open-market sale	scenario	What does an RBA open-market sale of securities do to ES balances and the cash rate, all else equal?	It drains ES balances/reserves and puts upward pressure on the cash rate.	Buyers pay the RBA, reducing balances in the settlement system. Scarcer overnight funds raise the market rate toward the desired target/corridor.	An RBA sale is contractionary for settlement liquidity; a commercial bank selling a security to another commercial bank only redistributes balances.	1	OMO,cash-rate,high-yield
ch07-013	7	Government payments and ESAs	scenario	The government makes pension payments from its RBA account into households’ commercial-bank deposits. What happens to total ES balances?	They increase.	The RBA credits the recipient banks’ settlement accounts as the government’s account is debited. This injects settlement balances into the banking system unless offset by RBA liquidity operations.	Although the households receive deposits, the worksheet’s cash-market question is specifically about the banks’ ES balances.	2	ESA,government-transaction
ch07-014	7	Interbank security trade	scenario	Bank A buys a security from Bank B and settles through their ES accounts. What happens to total ES balances in the banking system?	The total is unchanged; ES balances are transferred from A to B.	An interbank private transaction changes the distribution of central-bank balances, not their aggregate quantity. The RBA/government sector is needed to inject or withdraw the system total.	Do not add the receiving bank’s gain without subtracting the paying bank’s loss.	2	ESA,interbank,balance-sheet
ch07-015	7	Cash-rate target increase	scenario	How can the RBA implement a higher cash-rate target in the stylised reserve-market diagram?	Tighten settlement liquidity/shift the relevant operating corridor upward so the equilibrium overnight rate rises to the new target.	Operational details vary with the corridor system, but the economic direction is contractionary: the overnight price of funds rises and propagates to broader interest rates.	Do not say a higher target requires permanently flooding the system with reserves at the old corridor.	2	RBA,cash-rate,policy
ch07-016	7	Monetary transmission	sequence	Give the core interest-rate channel from tighter monetary policy to aggregate demand.	Cash rate ↑ → broader nominal interest rates ↑ → expected real interest rates ↑ (for given inflation expectations) → interest-sensitive C and I ↓ → PAE/AD ↓ → output pressure ↓.	Other channels can include exchange rates, asset prices, credit and expectations, but the course’s macro model foregrounds the real interest-rate effect on consumption and investment.	The spending decision depends primarily on expected real borrowing/return conditions, not the nominal rate in isolation.	2	monetary-transmission,sequence
ch07-017	7	Real-rate channel	formula	Why can a nominal-rate change alter the expected real interest rate in the short run?	Because expected real r ≈ i - expected inflation, and inflation expectations need not jump one-for-one with a policy-rate change.	If expected inflation is temporarily sticky, a higher nominal policy/bank rate translates into a higher expected real rate and suppresses interest-sensitive spending.	If nominal rates rise only because expected inflation rose equally, the real rate may not change.	2	real-interest-rate,monetary-policy
ch07-018	7	Yield curve	recall	What is the yield curve?	A relationship between yields/interest rates and maturity for otherwise comparable debt securities.	Its shape reflects expectations of future short-term rates plus term/risk premia. Monetary policy influences short rates directly and longer rates partly through expectations of the future policy path.	Comparing yields across very different default risks confounds maturity with credit risk.	2	yield-curve,bonds
ch07-019	7	Expectations hypothesis	formula	Under the simplified expectations hypothesis with no term premium, how is a two-year interest rate related to current and expected one-year rates?	(1+i₀,₂)² = (1+i₀,₁)(1+E i₁,₂); approximately, the two-year rate is the average of the two one-year rates.	Investors should be indifferent between locking in two years and rolling over one-year securities if expected compounded returns are equal and there is no term premium.	Use compounding for exact calculations; the arithmetic average is an approximation for modest rates.	3	yield-curve,expectations-hypothesis,formula
ch07-020	7	Expectations hypothesis	calculation	If the current one-year rate is 2% and the expected one-year rate next year is 4%, what is the approximate two-year annual rate under the expectations hypothesis?	About 3%.	The approximation averages expected short rates: (2%+4%)/2=3%. Exactly, solve (1+i₂)²=1.02×1.04, giving just under 3%.	Do not add the two annual rates to get 6%; the two-year quote is an annualised rate.	2	yield-curve,calculation
ch07-021	7	Term premium	recall	Why can a long-term interest rate differ from the average expected future short rates?	Investors may require a term/risk premium for holding longer-maturity securities.	Long bonds expose holders to interest-rate and inflation uncertainty over a longer horizon. The simple expectations hypothesis abstracts from this premium; richer versions add it.	A steep yield curve is not mechanically proof that only future short rates will rise; term premia can move too.	3	yield-curve,term-premium
ch07-022	7	Policy rule	recall	What is the intuition of a Taylor-style monetary-policy rule?	Raise the policy nominal interest rate when inflation is above target and/or output is above potential, and lower it when inflation is below target or output is weak.	A systematic rule summarises stabilising policy behaviour: excessive inflation/activity calls for tighter financial conditions; weak inflation/activity calls for easier conditions.	A Taylor rule is a descriptive/normative benchmark, not a claim that the RBA mechanically follows one exact equation.	2	Taylor-rule,policy-rule
ch07-023	7	Taylor rule	calculation	Using i = 4 + 1.5(π-πᵀ) + 0.5(output gap), what is i if π=4%, πᵀ=2% and the output gap is +2%?	4 + 1.5(2) + 0.5(2) = 8%.	Both inflation and output are above desired levels, so the rule prescribes a substantially higher nominal rate than its 4% baseline.	Use the inflation gap π-πᵀ, not π itself in the response term.	2	Taylor-rule,calculation
ch07-024	7	Taylor principle	recall	Why should a stabilising policy rule often raise the nominal interest rate by more than one-for-one when inflation rises persistently?	So that the real interest rate rises, making policy genuinely contractionary rather than allowing higher inflation to lower the real rate.	If i rose less than inflation expectations, r≈i-πᵉ could fall, stimulating demand and amplifying inflation. A coefficient on inflation above one embodies the Taylor principle.	The rule concerns the response of the nominal rate to inflation; the objective is the direction of the real rate.	3	Taylor-rule,real-interest-rate
ch07-025	7	Zero lower bound	recall	What problem does the effective lower bound on nominal interest rates create in a severe recession?	The central bank may be unable to cut its normal short-term nominal-rate instrument far enough to generate the desired low/negative real rate.	If inflation expectations are low or negative, r=i-πᵉ can remain too high even when i is near zero. This motivates unconventional policy or complementary fiscal support in severe downturns.	A zero nominal rate does not imply a zero real rate.	2	zero-lower-bound,monetary-policy
ch07-026	7	Policy reaction function	formula	What is a simple monetary-policy reaction function (PRF) in the course AD model?	A rule in which the real interest rate rises with inflation, e.g. r = r̄ + γπ (or equivalently with the inflation gap), with γ>0.	The PRF compresses the central bank’s behaviour into the real rate used in spending decisions. Higher inflation elicits tighter real monetary conditions.	This is not the money-demand curve; it maps inflation into the policy-relevant real interest rate.	2	PRF,formula,AD-AS
ch07-027	7	PRF shift	scenario	What does an upward exogenous shift of the PRF mean?	Contractionary monetary policy: a higher real interest rate at every given inflation rate.	Because C and I fall at a given π, planned expenditure and aggregate demand shift left. A downward PRF shift is expansionary.	A movement upward along an unchanged PRF caused by higher inflation is not the same as an exogenous policy shift.	1	PRF,shift-vs-movement,high-yield
ch07-028	7	Inflation target and flexibility	recall	Why does flexible inflation targeting not require the central bank to eliminate every inflation deviation immediately?	Rapidly offsetting supply shocks can impose unnecessarily large output/employment costs, so policy can return inflation toward target over time while also stabilising activity.	The dual concern for inflation and real activity is why policy responses depend on the source and persistence of a shock, not just the current CPI number.	Temporary headline inflation above target does not mechanically imply the largest possible rate rise.	3	inflation-target,policy-tradeoff
ch08-001	8	AD model building blocks	recall	What three relationships are combined to derive the course’s aggregate-demand (AD) curve?	Planned aggregate expenditure/equilibrium output, the negative effect of the real interest rate on C and I, and the monetary-policy reaction function linking inflation to the real interest rate.	Inflation affects the real policy rate through the PRF; the real rate affects planned expenditure; equilibrium expenditure determines output. Combining them gives Y as a decreasing function of inflation.	The course AD curve is not introduced primarily via a fixed nominal money supply and real balances; it is built around an interest-rate-setting central bank.	2	AD,derivation
ch08-002	8	Interest-sensitive spending	relationship	How does a higher real interest rate affect consumption and planned investment in the Chapter 8 model?	It reduces interest-sensitive consumption and investment, lowering PAE.	Higher real borrowing costs discourage durable consumption/investment, while a higher return to saving can postpone consumption. Investment projects also fail the profitability hurdle as user cost rises.	Government purchases and exports are often treated as autonomous in the basic derivation unless the question says otherwise.	1	AD,real-interest-rate
ch08-003	8	PAE with real rate	calculation	If C=200+0.6Y-20r and I=80-10r, with no other sectors, what is PAE?	PAE = 280 + 0.6Y - 30r.	Add C and I: autonomous expenditure is 280, induced expenditure is 0.6Y, and total interest sensitivity is -20r-10r=-30r.	Combine the two r coefficients; do not drop the investment response.	1	PAE,real-interest-rate,calculation
ch08-004	8	Output and real rate	formula	Using PAE=280+0.6Y-30r, what equilibrium-output relation follows?	Y = 700 - 75r.	Set Y=PAE: 0.4Y=280-30r, then divide by 0.4. This is the intermediate “IS-like” relation used before substituting the policy reaction function.	Equilibrium requires Y=PAE, not merely reading 280-30r as output.	2	AD,derivation,calculation
ch08-005	8	Derive AD	calculation	If equilibrium output is Y=700-75r and the PRF is r=1.5+0.5π, what is the AD curve?	Y = 587.5 - 37.5π (approximately 587 - 37.5π if rounded as in course material).	Substitute the PRF: Y=700-75(1.5+0.5π)=700-112.5-37.5π. The negative coefficient on inflation is the AD slope.	Do not substitute a nominal rate if the spending equations are written in terms of the real rate.	2	AD,derivation,calculation
ch08-006	8	AD slope	recall	Why does the course’s AD curve slope downward in inflation-output space?	Higher inflation prompts the central bank to raise the real interest rate; higher r lowers C and I; lower PAE reduces equilibrium output.	The causal chain is π↑ → r↑ → interest-sensitive spending↓ → PAE↓ → Y↓. This is the exact intuition highlighted in Worksheet 7.	Do not give the standard micro demand-law explanation “higher prices reduce quantity demanded”; AD is an economy-wide policy/spending relationship.	1	AD,high-yield,sequence
ch08-007	8	Movement along AD	scenario	What causes a movement along an unchanged AD curve in this model?	A change in inflation that induces the corresponding real-rate and output response through an unchanged PRF and unchanged autonomous spending.	Inflation is an axis variable. Changing it traces out different combinations of π and Y consistent with the same underlying behavioural equations.	A change in G, autonomous consumption, exports or the PRF shifts AD rather than moving along it.	1	AD,shift-vs-movement
ch08-008	8	AD shift	scenario	What happens to AD if autonomous exports fall?	AD shifts left.	At every inflation rate, the same PRF sets the same real rate, but lower exports reduce autonomous PAE and equilibrium output. Worksheet 7 uses this as a shift question.	Because inflation has not caused the change, do not call it a movement up the AD curve.	1	AD,shift,exports
ch08-009	8	AD shift	scenario	What happens to AD after an exogenous upward shift in the PRF?	AD shifts left.	At every inflation rate the central bank now sets a higher real interest rate. Consumption and investment are lower, so equilibrium output is lower at every π.	An upward PRF shift is contractionary; it is easy to reverse this because the PRF itself moves upward while AD moves left.	2	AD,monetary-policy,shift
ch08-010	8	AD shift	scenario	Name common changes that shift AD to the right.	Higher autonomous C, I, G or X; lower autonomous taxes; or an exogenous expansionary/downward PRF shift.	Anything that raises equilibrium planned spending at a given inflation rate shifts AD right. The exact list depends on which variables are included in the model in the question.	A lower current inflation rate by itself is a movement along AD, not a rightward shift.	2	AD,shift
ch08-011	8	Output gap	formula	How is the output gap defined?	Actual output minus potential output, often expressed as a percentage of potential: (Y-Y*)/Y* ×100%.	Y>Y* is an expansionary/positive gap; Y<Y* is a contractionary/negative gap. The gap drives inflation pressure in the aggregate-supply relationship.	Potential output is sustainable/full-employment output, not the absolute physical maximum the economy could produce for a moment.	1	output-gap,formula
ch08-012	8	Aggregate supply	recall	What variables drive current inflation in the course’s short-run aggregate-supply/inflation equation?	Expected inflation, the output gap and any inflation/supply shock.	A generic form is π = πᵉ + λ(output gap) + supply shock, with λ>0. Above-potential output puts upward pressure on inflation; below-potential output puts downward pressure.	The exact coefficients/sign convention can vary; preserve the intuition and use the equation supplied in a calculation.	2	AS,inflation,formula
ch08-013	8	Adaptive expectations	recall	What is adaptive inflation expectation formation in the simplest course model?	Expected current inflation is based on recently observed inflation, often πᵉ_t = π_{t-1}.	This creates inflation persistence: today’s inflation becomes the benchmark for next period’s wage/price setting unless an output gap or shock moves it.	Adaptive expectations are backward-looking, unlike fully forward-looking rational expectations.	1	AS,expectations
ch08-014	8	Short-run AS shape	recall	Why can the course depict very short-run AS as horizontal at inherited inflation?	With sticky prices/wages and adaptive expectations fixed from the previous period, firms can initially meet demand changes at roughly the preset inflation rate.	A demand shift therefore changes output first. Persistent output gaps then change inflation in subsequent periods, shifting the short-run inflation line.	Do not import a differently drawn upward-sloping SRAS from another textbook if the question uses the course’s lagged-inflation diagram.	2	AS,course-convention,short-run
ch08-015	8	Inflation dynamics	scenario	If Y>Y* and there is no favourable supply shock, what happens to inflation over time?	Inflation tends to rise.	An expansionary output gap creates excess demand and pressure on wages/prices. With adaptive expectations, the higher inflation can then become embedded in the next period’s expected inflation.	A positive output gap is not synonymous with a high price level; it creates a change in inflation dynamics.	1	AS,output-gap,inflation
ch08-016	8	Inflation dynamics	scenario	If Y<Y* and there is no adverse supply shock, what happens to inflation over time?	Inflation tends to fall.	A contractionary gap weakens wage and price pressure. Under adaptive expectations, lower realised inflation feeds into lower expected inflation in later periods.	Falling inflation (disinflation) does not necessarily mean the price level itself is falling; that requires negative inflation.	1	AS,output-gap,inflation
ch08-017	8	Long-run equilibrium	recall	What condition characterises long-run macroeconomic equilibrium in the basic AD-AS model?	Output equals potential output, Y=Y*, so there is no output-gap pressure causing inflation to keep changing.	At Y=Y*, expected and actual inflation can be consistent, conditional on no new supply shock. AD determines which inflation rate is compatible with potential output and the policy regime.	Long-run equilibrium does not require zero inflation; it can occur at the central bank’s positive target.	2	AD-AS,long-run
ch08-018	8	Expansionary AD shock	sequence	Starting from long-run equilibrium, what is the typical adjustment after a persistent positive AD shock?	Initially Y rises above Y* at roughly inherited inflation; the positive gap then raises inflation; policy real rates rise and/or short-run AS adjusts until Y returns to Y*, generally at a higher inflation rate if the AD shift persists.	The key distinction is short-run real effects versus long-run restoration of potential output. Inflation adjustment eliminates the sustained output gap.	Do not leave the economy permanently above potential just because the initial AD shift was permanent.	3	AD-AS,demand-shock,sequence
ch08-019	8	Negative AD shock	sequence	Starting from long-run equilibrium, what is the typical adjustment after a persistent negative AD shock?	Initially Y falls below Y*; the contractionary gap causes inflation to decline; easier real monetary conditions and inflation adjustment move output back toward Y*, at a lower inflation rate if the AD shift persists.	Self-correction operates through the effect of the output gap on inflation and the monetary-policy response to inflation.	The short-run recession can still be costly even if the model eventually self-corrects.	3	AD-AS,demand-shock,sequence
ch08-020	8	Demand stabilisation	scenario	How can expansionary monetary policy respond to a negative AD shock/recession?	Shift the PRF downward, lowering the real interest rate at each inflation rate and shifting AD right.	Lower real rates support C and I, reducing the contractionary output gap. Fiscal expansion can also shift autonomous PAE/AD right.	A rate cut is expansionary because it lowers r; an upward PRF shift would worsen the contraction.	1	AD-AS,stabilisation,monetary-policy
ch08-021	8	Self-correction versus policy	contrast	Why might policymakers still stabilise a demand shock if the economy eventually self-corrects?	Because self-correction can be slow, so unemployment and lost output can persist while inflation/expectations adjust.	Stabilisation trades off the risks of policy lags, measurement error and side effects against the cost of leaving a large output gap unaddressed.	“Eventually returns to Y*” does not imply the transition has zero welfare cost.	2	AD-AS,stabilisation,lags
ch08-022	8	Adverse supply shock	scenario	What is an adverse inflation/supply shock, and what does it do in the short run?	A shock that raises inflation at a given output gap, such as a sharp input-cost increase; it shifts short-run AS/inflation upward and can combine higher inflation with lower output.	Unlike a pure demand shock, it creates a policy trade-off: contracting AD fights inflation but worsens output, while expansion supports output but accommodates more inflation.	Do not automatically prescribe expansionary policy merely because output falls; first identify whether the disturbance is demand-side or supply-side.	2	AS,supply-shock,stagflation
ch08-023	8	Favourable supply shock	scenario	What does a favourable supply/inflation shock do?	It lowers inflation pressure at a given output gap, permitting lower inflation and/or stronger output in the short run.	Examples can include temporary falls in important input prices or improvements that reduce production costs. Policy may be able to tolerate stronger demand without exceeding inflation objectives.	A temporary favourable cost shock is not the same as a permanent rise in potential output/productivity.	2	AS,supply-shock
ch08-024	8	Supply-shock policy tradeoff	recall	Why is an adverse supply shock harder for a central bank to stabilise than a pure demand shock?	Because inflation and output move in undesirable opposite directions: inflation rises while output weakens.	A tighter policy lowers inflation but deepens the negative output effect; easier policy supports output but allows more inflation. Flexible inflation targeting balances the two objectives over time.	For a negative demand shock, both lower output and lower inflation generally call for easing; the objectives are not in conflict.	2	AS,policy-tradeoff
ch08-025	8	Accommodating inflation	recall	What does it mean to “accommodate” an adverse inflation shock?	Allow demand/policy to support output rather than fully offsetting the shock’s inflation effect, accepting more inflation at least temporarily.	Accommodation can reduce the recessionary cost of a supply shock but risks entrenching higher inflation expectations if continued too long.	Accommodation is not the same as eliminating the original supply problem.	3	AS,monetary-policy,accommodation
ch08-026	8	Potential-output shock	scenario	What happens when potential output Y* permanently falls, holding AD initially unchanged?	The long-run sustainable output benchmark shifts left/down; the old level of Y now represents a positive output gap, creating upward inflation pressure until output adjusts to the new lower Y*.	This is different from a temporary cost shock because productive capacity itself has changed. Long-run output cannot be restored by demand stimulus alone.	Trying to hold Y permanently at the old potential with demand expansion would generate continuing inflation pressure.	3	potential-output,supply-shock,long-run
ch08-027	8	Potential-output improvement	scenario	How does a permanent rise in productivity/potential output affect the AD-AS economy?	Y* rises, allowing a higher sustainable level of real output; at the old demand position there may initially be a contractionary gap and downward inflation pressure.	Over time monetary/demand conditions can accommodate the greater productive capacity without creating an inflationary gap.	A supply-side increase in Y* is not itself a rightward shift of the AD curve.	2	potential-output,productivity
